Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.framing,FramedataImpl1,get,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@9d4f31e,222
.,org.java_websocket.framing,FramedataImpl1,equals,Complex Method,Cyclomatic complexity of the method is 9,250
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,FramedataImpl1,hashCode,Magic Number,The method contains a magic number: 31,283
.,org.java_websocket.framing,CloseFrameTest,testConstructor,Magic Number,The method contains a magic number: 2,40
.,org.java_websocket.framing,CloseFrameTest,testToString,Long Statement,The length of the statement "assertEquals("Frame toString must include a close code"`"Framedata{ opcode:CLOSING` fin:true` rsv1:false` rsv2:false` rsv3:false` payload length:[pos:0` len:2]` payload: *}code: 1000"`frameString);" is 197.,63
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,74
.,org.java_websocket.framing,CloseFrameTest,testIsValid,Long Method,The method has 184 lines of code.,74
.,org.java_websocket.framing,FramedataImpl1Test,testGet,Empty catch clause,The method has an empty catch block.,53
.,org.java_websocket.framing,FramedataImpl1Test,testSetters,Magic Number,The method contains a magic number: 100,75
.,org.java_websocket.framing,FramedataImpl1Test,testSetters,Magic Number,The method contains a magic number: 100,75
.,org.java_websocket.framing,PingFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,63
.,org.java_websocket.framing,PingFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,63
.,org.java_websocket.framing,PingFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,63
.,org.java_websocket.framing,PingFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,63
.,org.java_websocket.framing,PongFrameTest,testCopyConstructor,Magic Number,The method contains a magic number: 100,58
.,org.java_websocket.framing,PongFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,72
.,org.java_websocket.framing,PongFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,72
.,org.java_websocket.framing,PongFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,72
.,org.java_websocket.framing,PongFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,72
.,org.java_websocket.framing,TextFrameTest,testIsValid,Empty catch clause,The method has an empty catch block.,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Long Statement,The length of the statement "frame.setPayload(ByteBuffer.wrap(new byte[]{(byte)0xD0`(byte)0x9F`(byte)0xD1`(byte)0x80`(byte)0xD0`(byte)0xD0`(byte)0xB2`(byte)0xD0`(byte)0xB5`(byte)0xD1`(byte)0x82}));" is 168.,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD0,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0x9F,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD1,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0x80,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD0,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD0,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xB2,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD0,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xB5,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0xD1,64
.,org.java_websocket.framing,TextFrameTest,testIsValid,Magic Number,The method contains a magic number: 0x82,64
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Complex Method,Cyclomatic complexity of the method is 36,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Empty catch clause,The method has an empty catch block.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Method,The method has 163 lines of code.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 124.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat` chat2"+ "\r\n\r\n"));" is 131.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat`chat2`chat3"+ "\r\n\r\n"));" is 136.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat\r\nSec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 163.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 124.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat` chat2"+ "\r\n\r\n"));" is 131.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat`chat2`chat3"+ "\r\n\r\n"));" is 136.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat\r\nSec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 163.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 131.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2` chat3"+ "\r\n\r\n"));" is 132.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2\r\nSec-WebSocket-Protocol: chat3"+ "\r\n\r\n"));" is 158.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2\r\nSec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 157.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2`chat"+ "\r\n\r\n"));" is 130.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat3"+ "\r\n\r\n"));" is 125.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: abc"+ "\r\n\r\n"));" is 123.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,startServer,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: abc"+ "\r\n\r\n"));" is 123.,62
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Complex Method,Cyclomatic complexity of the method is 36,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Empty catch clause,The method has an empty catch block.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Method,The method has 156 lines of code.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 124.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat` chat2"+ "\r\n\r\n"));" is 131.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat`chat2`chat3"+ "\r\n\r\n"));" is 136.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat\r\nSec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 163.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 124.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat` chat2"+ "\r\n\r\n"));" is 131.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat`chat2`chat3"+ "\r\n\r\n"));" is 136.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat\r\nSec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 163.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2`chat3"+ "\r\n\r\n"));" is 131.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2` chat3"+ "\r\n\r\n"));" is 132.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2\r\nSec-WebSocket-Protocol: chat3"+ "\r\n\r\n"));" is 158.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2\r\nSec-WebSocket-Protocol: chat"+ "\r\n\r\n"));" is 157.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat2`chat"+ "\r\n\r\n"));" is 130.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat3"+ "\r\n\r\n"));" is 125.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: abc"+ "\r\n\r\n"));" is 123.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: chat1`chat2`chat3"+ "\r\n\r\n"));" is 137.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,run,Long Statement,The length of the statement "os.write(Charsetfunctions.asciiBytes(additionalHandshake + getSecKey(seckey) + "Sec-WebSocket-Protocol: abc"+ "\r\n\r\n"));" is 123.,67
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejectionTestCase0,Long Statement,The length of the statement "testProtocolRejection(0`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol(""))));" is 132.,276
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejectionTestCase0,Magic Number,The method contains a magic number: 5000,276
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase1,Magic Number,The method contains a magic number: 5000,282
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase2,Magic Number,The method contains a magic number: 5000,287
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase2,Magic Number,The method contains a magic number: 2,287
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase3,Magic Number,The method contains a magic number: 5000,292
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase3,Magic Number,The method contains a magic number: 3,292
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase4,Magic Number,The method contains a magic number: 5000,297
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase4,Magic Number,The method contains a magic number: 4,297
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase5,Long Statement,The length of the statement "testProtocolRejection(5`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 136.,302
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase5,Magic Number,The method contains a magic number: 5000,302
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase5,Magic Number,The method contains a magic number: 5,302
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase6,Long Statement,The length of the statement "testProtocolRejection(6`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 136.,308
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase6,Magic Number,The method contains a magic number: 5000,308
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase6,Magic Number,The method contains a magic number: 6,308
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase7,Long Statement,The length of the statement "testProtocolRejection(7`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 136.,314
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase7,Magic Number,The method contains a magic number: 5000,314
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase7,Magic Number,The method contains a magic number: 7,314
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase8,Long Statement,The length of the statement "testProtocolRejection(8`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 136.,320
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase8,Magic Number,The method contains a magic number: 5000,320
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase8,Magic Number,The method contains a magic number: 8,320
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase9,Long Statement,The length of the statement "testProtocolRejection(9`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 136.,326
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase9,Magic Number,The method contains a magic number: 5000,326
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase9,Magic Number,The method contains a magic number: 9,326
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase10,Long Statement,The length of the statement "testProtocolRejection(10`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 137.,332
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase10,Magic Number,The method contains a magic number: 5000,332
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase10,Magic Number,The method contains a magic number: 10,332
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase11,Long Statement,The length of the statement "testProtocolRejection(11`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 137.,338
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase11,Magic Number,The method contains a magic number: 5000,338
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase11,Magic Number,The method contains a magic number: 11,338
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase12,Long Statement,The length of the statement "testProtocolRejection(12`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 137.,344
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase12,Magic Number,The method contains a magic number: 5000,344
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase12,Magic Number,The method contains a magic number: 12,344
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase13,Long Statement,The length of the statement "testProtocolRejection(13`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("chat"))));" is 137.,350
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase13,Magic Number,The method contains a magic number: 5000,350
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase13,Magic Number,The method contains a magic number: 13,350
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase14,Magic Number,The method contains a magic number: 5000,356
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase14,Magic Number,The method contains a magic number: 14,356
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase15,Magic Number,The method contains a magic number: 5000,364
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase15,Magic Number,The method contains a magic number: 15,364
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase16,Magic Number,The method contains a magic number: 5000,372
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase16,Magic Number,The method contains a magic number: 16,372
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase17,Magic Number,The method contains a magic number: 5000,380
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase17,Magic Number,The method contains a magic number: 17,380
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase18,Magic Number,The method contains a magic number: 5000,388
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase18,Magic Number,The method contains a magic number: 18,388
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase19,Magic Number,The method contains a magic number: 5000,393
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase19,Magic Number,The method contains a magic number: 19,393
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase20,Magic Number,The method contains a magic number: 5000,398
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase20,Magic Number,The method contains a magic number: 20,398
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase21,Magic Number,The method contains a magic number: 5000,403
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase21,Magic Number,The method contains a magic number: 21,403
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase22,Magic Number,The method contains a magic number: 5000,412
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase22,Magic Number,The method contains a magic number: 22,412
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase23,Magic Number,The method contains a magic number: 5000,421
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase23,Magic Number,The method contains a magic number: 23,421
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase24,Magic Number,The method contains a magic number: 5000,430
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase24,Magic Number,The method contains a magic number: 24,430
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase25,Magic Number,The method contains a magic number: 5000,435
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase25,Magic Number,The method contains a magic number: 25,435
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase26,Magic Number,The method contains a magic number: 5000,440
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase26,Magic Number,The method contains a magic number: 26,440
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase27,Long Statement,The length of the statement "testProtocolRejection(27`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("opc"))));" is 136.,445
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase27,Magic Number,The method contains a magic number: 5000,445
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase27,Magic Number,The method contains a magic number: 27,445
